waiting for 1 second sample...
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  19   1  6637  10545 304M  49M  22G  22G 531M   7G  30536    243      8      4 
  11   0  3395   5714 277M  49M  22G  22G 531M   7G      4      1     12      4 
   8   1  4880   8266 257M  49M  22G  22G 532M   7G  23424    183     16      8 
   9   0  2471   3877 261M  49M  22G  22G 532M   7G  11776     92    120      8 
  56   1  5661   6519 269M  49M  22G  22G 532M   7G      0      0 187152    186 
   7   0  2813   4412 249M  49M  22G  22G 533M   7G  14080    110      8      4 
   6   0  1389   2154 248M  49M  22G  22G 533M   7G   1380     13     12      6 
  13   2  7201  12644 550M  49M  22G  21G 528M   7G   5120     40     16      8 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   8   0  1620   1541 504M  49M  22G  21G 528M   7G  34020    268      0      0 
  19   1  7146  10950 414M  49M  22G  22G 529M   7G  35968    281 147196    194 
  15   0  1428   1441 410M  49M  22G  22G 529M   7G   4736     37      0      0 
  14   1  8888  16182 306M  49M  22G  22G 531M   7G    260      3     32     14 
  12   0  1518   1816 297M  49M  22G  22G 531M   7G   8960     70      0      0 
   9   1  6247  11123 234M  49M  22G  22G 533M   7G   4352     34     16      8 
  51   0  3724   1812 269M  49M  22G  22G 531M   7G  37672    298 136276    148 
   8   0  1084   1502 269M  49M  22G  22G 531M   7G      0      0      4      1 
  11   1  7132  12774 278M  49M  22G  22G 530M   7G      0      0      8      5 
   7   0  1561   1810 244M  49M  22G  22G 530M   7G  23080    184      8      4 
  15   1  6802  12003 264M  49M  22G  22G 530M   7G      0      0     12      6 
   5   0  1584   1758 257M  49M  22G  22G 529M   7G  25264    205      8      4 
  11   0  2703   4241 266M  49M  22G  22G 529M   7G      0      0 135276    159 
  17   1  5360   8603 236M  49M  22G  22G 529M   7G  40480    321      8      4 
  12   1  5894  10413 275M  49M  22G  22G 529M   7G      0      0     12      6 
   9   0  2344   3429 259M  49M  22G  22G 529M   7G  11620     93      8      4 
  13   0  3961   6680 271M  49M  22G  22G 530M   7G      0      0      8      4 
   6   0  3984   6816 268M  49M  22G  22G 530M   7G   5376     42 124396    131 
  10   0  2408   2877 297M  49M  22G  22G 530M   7G  34148    269     12      6 
  49   1  6553   9148 251M  49M  22G  22G 531M   7G      4      1     12      4 
  12   0  1733   1909 233M  49M  22G  22G 531M   7G  17792    139      0      0 
  11   1  6713  12085 242M  49M  22G  22G 532M   7G      0      0     16      8 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  14   0  2139   1992 292M  49M  22G  22G 531M   7G  30600    242 195336    231 
   5   1  4775   8812 246M  49M  22G  22G 532M   7G      0      0      8      4 
   9   0  2023   2506 263M  49M  22G  22G 532M   7G  18176    142      8      4 
  12   1  5571   9964 275M  49M  22G  22G 532M   7G      0      0     12      6 
  10   0  2329   2667 247M  49M  22G  22G 532M   7G  30208    236      8      4 
   6   0  1056   1398 245M  49M  22G  22G 532M   7G   1604     14 126660    133 
  17   1  8018  13787 273M  49M  22G  22G 533M   7G  10372     82     24     11 
   9   0  1753   1606 238M  49M  22G  22G 533M   7G  34276    270      0      0 
  47   0  3275   3051 273M  49M  22G  22G 533M   7G      0      0     12      6 
  32   1  6553  15931 279M  49M  22G  22G 534M   7G      0      0      8      4 
   7   0  1440   1870 263M  49M  22G  22G 534M   7G  15624    125   8292     14 
  12   1  4382   9088 259M  49M  22G  22G 534M   7G      0      0 119028    128 
  13   0  3266   4450 298M  49M  22G  22G 535M   7G  30208    236      8      4 
  11   0  2540   3879 279M  49M  22G  22G 535M   7G   4324     36     12      6 
  15   1  7014  11020 279M  49M  22G  22G 534M   7G  39908    314     16      8 
  11   0  3097   5488 252M  49M  22G  22G 535M   7G      4      1    108      8 
   7   1  3977   7513 271M  49M  22G  22G 536M   7G      0      0 148804    154 
  17   0  2148   2138 246M  49M  22G  22G 536M   7G  25088    196      8      4 
  16   1  3559   6107 276M  49M  22G  22G 536M   7G      0      0     12      6 
  58   0  4718   4725 255M  49M  22G  22G 536M   7G      0      0      0      0 
   7   0  3835   5941 252M  49M  22G  22G 537M   7G  24320    190     16      8 
  11   0  1473   1747 244M  49M  22G  22G 537M   7G   7364     59 197320    215 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  10   1  7249  13038 278M  48M  22G  22G 538M   7G      0      0     12      7 
  13   0  2223   1923 235M  48M  22G  22G 538M   7G  44132    347      8      4 
  12   0  3355   5540 266M  48M  22G  22G 537M   7G      0      0      8      4 
  12   1  5441   9334 268M  48M  22G  22G 538M   7G   5764     46     20      8 
  13   0  1768   1751 249M  48M  22G  22G 538M   7G  19624    157 128008    133 
  10   1  6474  11693 268M  48M  22G  22G 539M   7G      0      0      8      4 
   7   0  2531   3419 249M  48M  22G  22G 539M   7G  27008    211     12      6 
  11   0  1256   1467 246M  48M  22G  22G 539M   7G   3328     26      0      0 
  66   0  5182   5388 280M  48M  22G  22G 539M   7G      0      0     12      6 
   9   1  5098   9510 277M  48M  22G  22G 540M   7G      0      0 169672    187 
   6   0  1853   1825 237M  48M  22G  22G 540M   7G  41160    327      8      4 
  15   0  5818  10177 260M  48M  22G  22G 541M   7G      0      0     12      6 
  10   0  2089   2824 284M  48M  22G  22G 541M   7G  10308     85      8      4 
  15   1  6066  10476 274M  48M  22G  22G 542M   7G    260      3     24     10 
   8   0  1827   1593 273M  48M  22G  22G 542M   7G  40832    340    100      2 
  14   1  6008  10523 273M  48M  22G  22G 542M   7G      4      1 130984    141 
   8   0  2758   4373 263M  48M  22G  22G 543M   7G   9828     79     20     10 
  10   1  4979   8014 283M  48M  22G  21G 543M   7G  26368    206      8      4 
   9   0  2217   3775 258M  48M  22G  22G 543M   7G  13540    108      8      4 
  52   0  5414   8971 273M  48M  22G  22G 544M   7G      0      0      0      0 
   4   0  2107   4075 270M  48M  22G  22G 544M   7G   9216     72 134796    147 
   9   1  4203   7200 273M  48M  22G  22G 544M   7G   6760     56     16      6 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  12   0  3449   4865 249M  48M  22G  22G 545M   7G  28416    222      8      4 
  14   0  3720   5916 278M  48M  22G  21G 545M   7G   5760     45     12      6 
  10   1  4340   7109 259M  48M  22G  22G 546M   7G  20736    162      8      4 
   5   0  1293   1859 252M  48M  22G  22G 546M   7G   3812     32 139580    178 
  12   1  5976  10426 275M  48M  22G  21G 546M   7G   7040     55      8      4 
  10   0  1603   1667 254M  48M  22G  22G 546M   7G  21476    170      0      0 
  28   1  6774  12543 280M  48M  22G  21G 547M   7G      0      0     12      6 
   6   0  2389   2761 232M  48M  22G  22G 547M   7G  42596    335      8      4 
   6   0  1021   1377 232M  48M  22G  22G 547M   7G      4      1 142892    162 
  50   1  6955   9724 264M  48M  22G  22G 548M   7G      0      0      4      3 
  15   0  2764   3881 242M  48M  22G  22G 549M   7G   8448     66      8      4 
  13   0  1609   1656 309M  48M  22G  21G 548M   7G  15972    127      0      0 
  11   1  7022  12697 278M  48M  22G  21G 549M   7G      0      0     16      8 
  12   0  1930   1878 249M  48M  22G  22G 549M   7G  30052    237      8      4 
  11   1  6213  11033 278M  48M  22G  21G 550M   7G    388      4 150012    167 
  11   0  1941   1667 239M  48M  22G  22G 550M   7G  39268    309      0      0 
  16   1  7356  12887 265M  48M  22G  21G 551M   7G   1796     15     32     14 
  12   0  1600   1717 250M  48M  22G  22G 551M   7G  15428    122      0      0 
  10   1  6728  12093 273M  48M  22G  21G 552M   7G      0      0      8      4 
  10   0  2228   2093 231M  48M  22G  22G 552M   7G  43407    341  79704     98 
  24   0  3561   5022 292M  48M  22G  21G 552M   7G      0      0      8      4 
  48   1  6601   9203 244M  48M  22G  22G 553M   7G      0      0      8      4 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   7   1  2511   2593   2G  48M  20G  19G 545M   7G  41344    323      8      4 
  11   0  1980   3045   2G  48M  20G  19G 545M   7G    768      6      8      4 
  18   2  6783  12054   2G  48M  20G  19G 547M   7G  15616    122 177116    187 
  10   0  1264   1552   2G  48M  20G  19G 547M   7G   5888     46      4      1 
  16   1  7409  13107   2G  48M  20G  19G 549M   7G      4      1     20      9 
   8   0  1868   1958   2G  48M  20G  19G 549M   7G  36608    286      8      4 
  12   1  6152  11087   2G  48M  20G  20G 550M   7G      0      0      8      4 
  11   0  2274   2458   2G  48M  20G  20G 551M   7G  37504    293  38712     44 
  13   1  5249   9142   2G  48M  20G  20G 552M   7G      0      0 121268    138 
  60   0  4991   5064   2G  48M  20G  20G 552M   7G      0      0      8      4 
   7   0  1769   2373   2G  48M  20G  20G 553M   7G  18816    147      8      4 
  11   0  3859   6674   2G  48M  20G  20G 553M   7G      0      0     12      6 
   8   1  4409   7054   1G  48M  20G  20G 554M   7G  31872    249      8      4 
   8   0  2745   4408   1G  48M  20G  20G 555M   7G   6660     53 114560    126 
  11   0  4556   7627   1G  48M  20G  20G 556M   7G  13440    105      8      4 
   9   0  1368   1562   1G  48M  20G  20G 556M   7G  12928    101      0      0 
  14   1  7361  13152   1G  48M  21G  20G 558M   7G      0      0     16      8 
  12   0  1927   1866   1G  48M  21G  20G 558M   7G  31232    244      8      4 
  12   1  6701  11954   1G  48M  21G  20G 560M   7G      0      0 138504    175 
  10   0  2125   2475   1G  48M  21G  20G 560M   7G  30976    242     12      7 
  45   0  5915   8023   1G  48M  21G  20G 561M   7G      0      0      8      4 
  12   0  2559   3575   1G  48M  21G  20G 561M   7G  19332    152     12      4 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  15   1  6393  10766   1G  48M  21G  20G 563M   7G  13824    108     16      8 
   9   0  1673   1580   1G  48M  21G  20G 563M   7G  25472    199 129016    133 
  13   1  6610  11804   1G  48M  21G  20G 564M   7G      0      0     12      5 
   8   0  1447   1824   1G  48M  21G  20G 565M   7G  14848    116      8      4 
  14   1  6541  11673   1G  48M  21G  20G 566M   7G      0      0     12      6 
  11   0  2146   1961   1G  48M  21G  20G 566M   7G  43648    341      8      4 
  12   1  5692  10975   1G  48M  21G  20G 568M   7G      0      0  43612     52 
  10   0  2276   2437   1G  48M  21G  20G 568M   7G  26812    210 156000    180 
  10   0  2724   4390   1G  48M  21G  20G 569M   7G   4167     33      8      4 
  63   0  6866   8632   1G  48M  21G  20G 570M   7G      0      0      0      0 
  22   0  2396   2846   1G  48M  21G  21G 570M   7G   4864     38      8      4 
  13   0  1764   1729   1G  48M  21G  21G 570M   7G  24704    193      0      0 
  10   0  3534   5838   1G  48M  21G  21G 571M   7G      0      0 150820    173 
  16   1  6151  10444   1G  48M  21G  21G 572M   7G  39680    310     12      6 
  13   0  1316   1517   1G  48M  21G  21G 572M   7G    640      5      0      0 
  11   1  7364  13211   1G  48M  21G  21G 574M   7G      0      0     20     10 
  15   0  2241   1851 975M  48M  21G  21G 574M   7G  41728    326      8      4 
  12   0  4841   8324 933M  48M  21G  21G 575M   7G      4      1 132960    138 
   8   0  3773   6562 899M  48M  21G  21G 576M   7G    768      6     16      8 
  10   0  1492   1647 883M  48M  21G  21G 576M   7G  16000    125      0      0 
  42   1  7359  11169 824M  48M  22G  21G 578M   7G      0      0     12      6 
  22   0  2399   2452 806M  48M  22G  21G 578M   7G  13568    106      8      4 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
   8   0  1692   1776 781M  48M  22G  21G 578M   7G  25988    204 124696    130 
  12   1  6184  10941 723M  48M  22G  21G 580M   7G      0      0      8      5 
   8   0  1638   1841 701M  48M  22G  21G 580M   7G  21888    171      8      4 
  15   1  6849  11628 628M  48M  22G  21G 581M   7G  12800    100     20     10 
  13   0  1729   1667 609M  48M  22G  21G 581M   7G  20096    157      0      0 
  12   1  6378  12216 535M  48M  22G  21G 583M   7G      4      1     24     10 
   7   0  2029   1850 500M  48M  22G  21G 583M   7G  35840    280 192728    199 
   5   0  1025   1444 495M  48M  22G  21G 583M   7G   4603     36      4      1 
  15   1  6917  12155 431M  48M  22G  21G 585M   7G    256      2     12      7 
  12   0  1670   1754 410M  48M  22G  21G 585M   7G  21738    170      0      0 
  43   0  5074   6599 378M  48M  22G  21G 586M   7G      0      0      8      4 
  22   0  5001   7762 339M  48M  22G  21G 587M   7G      0      0 118529    142 
   7   0  1844   1918 303M  48M  22G  21G 587M   7G  36736    287      8      4 
  12   0  2783   4838 279M  48M  22G  21G 588M   7G      0      0     12      6 
  15   1  5587   9085 274M  48M  22G  21G 588M   7G  39656    313     20      8 
  12   1  5246   9272 264M  48M  22G  21G 589M   7G      0      0     12      6 
   9   0  3056   4706 268M  48M  22G  21G 589M   7G  12915    101  44336     49 
   6   0  1075   1343 263M  48M  22G  21G 589M   7G   4585     38 152248    168 
  13   1  6797  12249 274M  48M  22G  21G 591M   7G      0      0      8      5 
   7   0  1725   1747 235M  48M  22G  21G 591M   7G  39996    315      8      4 
  14   1  5161   9802 261M  48M  22G  21G 591M   7G      0      0     12      6 
   7   0  1637   1736 234M  48M  22G  21G 591M   7G  27776    217    108      6 
#<--------CPU--------><-----------Memory-----------><----------Disks----------->
#cpu sys inter  ctxsw Free Buff Cach Inac Slab  Map KBRead  Reads KBWrit Writes 
  21   0  1703   1633 233M  48M  22G  21G 591M   7G      0      0  83408     88 
  45   1  8369  12786 247M  48M  22G  21G 592M   7G      0      0      8      4 
   8   0  1732   1883 303M  48M  22G  21G 592M   7G  26572    213     12      4 
  11   1  6026  10734 246M  48M  22G  21G 593M   7G      0      0     12      6 
  11   0  2048   1867 268M  48M  22G  21G 593M   7G  38244    301      8      4 
   8   0  1696   2523 262M  48M  22G  21G 593M   7G      0      0 147088    158 
  14   1  6655  11247 230M  48M  22G  21G 594M   7G  18560    145      8      4 
  16   1  5063   8601 229M  48M  22G  21G 595M   7G      0      0     12      6 
   7   0  3518   5216 231M  48M  22G  21G 595M   7G  35328    276      8      4 
  11   0  1345   1550 232M  48M  22G  21G 595M   7G   9412     75      0      0 
  16   2  7936  13937 233M  48M  22G  21G 596M   7G      4      1 121472    129 
   6   0  1587   1786 233M  48M  22G  21G 596M   7G  27492    217      8      4 
  41   0  2794   2266 229M  48M  22G  21G 596M   7G      0      0     12      6 
  14   1  5741  10013 229M  48M  22G  21G 597M   7G   2816     22      8      4 
  11   0  1744   1764 232M  48M  22G  21G 596M   7G  25060    198      0      0 
  12   1  6862  12188 231M  48M  22G  21G 598M   7G      0      0 133399    146 
  16   0  2748   2730 233M  48M  22G  21G 597M   7G  46098    362      8      5 
  12   1  4864   8480 227M  48M  22G  21G 598M   7G      0      0     12      6 
  20   1  4924   7099 230M  48M  22G  21G 598M   7G  27076    213     16      8 
  12   1  5499   9774 227M  48M  22G  21G 600M   7G      4      1     16      6 
   9   0  3049   4105 227M  48M  22G  21G 599M   7G  26468    209 133676    141 
   5   0  2682   4729 229M  48M  22G  21G 600M   7G      0      0     12      6 
